Date,values
2015-11-23,2089.409912109375
2015-11-24,2084.419921875
2015-11-25,2089.300048828125
2015-11-26,2089.300048828125
2015-11-27,2088.820068359375
2015-11-28,2088.820068359375
2015-11-29,2088.820068359375
2015-11-30,2090.949951171875
2015-12-01,2082.929931640625
2015-12-02,2101.7099609375
2015-12-03,2080.7099609375
2015-12-04,2051.239990234375
2015-12-05,2051.239990234375
2015-12-06,2051.239990234375
2015-12-07,2090.419921875
2015-12-08,2073.389892578125
2015-12-09,2061.169921875
2015-12-10,2047.9300537109373
2015-12-11,2047.27001953125
2015-12-12,2047.27001953125
2015-12-13,2047.27001953125
2015-12-14,2013.3699951171875
2015-12-15,2025.550048828125
2015-12-16,2046.5
2015-12-17,2073.760009765625
2015-12-18,2040.81005859375
2015-12-19,2040.81005859375
2015-12-20,2040.81005859375
2015-12-21,2010.27001953125
2015-12-22,2023.1500244140625
2015-12-23,2042.199951171875
2015-12-24,2063.52001953125
2015-12-25,2063.52001953125
2015-12-26,2063.52001953125
2015-12-27,2063.52001953125
2015-12-28,2057.77001953125
2015-12-29,2060.5400390625
2015-12-30,2077.340087890625
2015-12-31,2060.590087890625
2016-01-01,2060.590087890625
2016-01-02,2060.590087890625
2016-01-03,2060.590087890625
2016-01-04,2038.199951171875
2016-01-05,2013.780029296875
2016-01-06,2011.7099609375
2016-01-07,1985.3199462890625
2016-01-08,1945.969970703125
2016-01-09,1945.969970703125
2016-01-10,1945.969970703125
2016-01-11,1926.1199951171875
2016-01-12,1927.8299560546875
2016-01-13,1940.3399658203125
2016-01-14,1891.6800537109373
2016-01-15,1916.6800537109373
2016-01-16,1916.6800537109373
2016-01-17,1916.6800537109373
2016-01-18,1916.6800537109373
2016-01-19,1888.6600341796875
2016-01-20,1876.1800537109373
2016-01-21,1861.4599609375
2016-01-22,1877.4000244140625
2016-01-23,1877.4000244140625
2016-01-24,1877.4000244140625
2016-01-25,1906.280029296875
2016-01-26,1878.7900390625
2016-01-27,1902.52001953125
2016-01-28,1885.219970703125
2016-01-29,1894.0
2016-01-30,1894.0
2016-01-31,1894.0
2016-02-01,1936.93994140625
2016-02-02,1935.260009765625
2016-02-03,1907.0699462890625
2016-02-04,1911.6700439453125
2016-02-05,1913.0699462890625
2016-02-06,1913.0699462890625
2016-02-07,1913.0699462890625
2016-02-08,1873.25
2016-02-09,1848.4599609375
2016-02-10,1857.0999755859373
2016-02-11,1847.0
2016-02-12,1833.4000244140625
2016-02-13,1833.4000244140625
2016-02-14,1833.4000244140625
2016-02-15,1833.4000244140625
2016-02-16,1871.43994140625
2016-02-17,1898.800048828125
2016-02-18,1927.5699462890625
2016-02-19,1916.739990234375
2016-02-20,1916.739990234375
2016-02-21,1916.739990234375
2016-02-22,1924.43994140625
2016-02-23,1942.3800048828125
2016-02-24,1917.56005859375
2016-02-25,1931.8699951171875
2016-02-26,1954.949951171875
2016-02-27,1954.949951171875
2016-02-28,1954.949951171875
2016-02-29,1947.1300048828125
2016-03-01,1937.0899658203125
2016-03-02,1976.5999755859373
2016-03-03,1985.5999755859373
2016-03-04,1994.010009765625
2016-03-05,1994.010009765625
2016-03-06,1994.010009765625
2016-03-07,1996.1099853515625
2016-03-08,1996.8800048828125
2016-03-09,1981.43994140625
2016-03-10,1990.969970703125
2016-03-11,1994.7099609375
2016-03-12,1994.7099609375
2016-03-13,1994.7099609375
2016-03-14,2019.27001953125
2016-03-15,2015.27001953125
2016-03-16,2014.239990234375
2016-03-17,2026.9000244140625
2016-03-18,2041.1600341796875
2016-03-19,2041.1600341796875
2016-03-20,2041.1600341796875
2016-03-21,2047.8800048828125
2016-03-22,2048.639892578125
2016-03-23,2048.550048828125
2016-03-24,2032.47998046875
2016-03-25,2032.47998046875
2016-03-26,2032.47998046875
2016-03-27,2032.47998046875
2016-03-28,2037.8900146484373
2016-03-29,2035.75
2016-03-30,2058.27001953125
2016-03-31,2063.77001953125
2016-04-01,2056.6201171875
2016-04-02,2056.6201171875
2016-04-03,2056.6201171875
2016-04-04,2073.18994140625
2016-04-05,2062.5
2016-04-06,2045.56005859375
2016-04-07,2063.010009765625
2016-04-08,2045.5400390625
2016-04-09,2045.5400390625
2016-04-10,2045.5400390625
2016-04-11,2050.22998046875
2016-04-12,2043.719970703125
2016-04-13,2065.919921875
2016-04-14,2082.889892578125
2016-04-15,2083.10009765625
2016-04-16,2083.10009765625
2016-04-17,2083.10009765625
2016-04-18,2078.830078125
2016-04-19,2096.050048828125
2016-04-20,2101.52001953125
2016-04-21,2102.090087890625
2016-04-22,2091.489990234375
2016-04-23,2091.489990234375
2016-04-24,2091.489990234375
2016-04-25,2089.3701171875
2016-04-26,2089.840087890625
2016-04-27,2092.330078125
2016-04-28,2090.929931640625
2016-04-29,2071.820068359375
2016-04-30,2071.820068359375
2016-05-01,2071.820068359375
2016-05-02,2067.169921875
2016-05-03,2077.179931640625
2016-05-04,2060.300048828125
2016-05-05,2052.949951171875
2016-05-06,2047.77001953125
2016-05-07,2047.77001953125
2016-05-08,2047.77001953125
2016-05-09,2057.550048828125
2016-05-10,2062.6298828125
2016-05-11,2083.2900390625
2016-05-12,2067.169921875
2016-05-13,2062.5
2016-05-14,2062.5
2016-05-15,2062.5
2016-05-16,2046.530029296875
2016-05-17,2065.0400390625
2016-05-18,2044.3800048828125
2016-05-19,2044.2099609375
2016-05-20,2041.8800048828125
2016-05-21,2041.8800048828125
2016-05-22,2041.8800048828125
2016-05-23,2052.22998046875
2016-05-24,2052.64990234375
2016-05-25,2078.929931640625
2016-05-26,2091.43994140625
2016-05-27,2090.06005859375
2016-05-28,2090.06005859375
2016-05-29,2090.06005859375
2016-05-30,2090.06005859375
2016-05-31,2100.1298828125
2016-06-01,2093.93994140625
2016-06-02,2097.7099609375
2016-06-03,2104.070068359375
2016-06-04,2104.070068359375
2016-06-05,2104.070068359375
2016-06-06,2100.830078125
2016-06-07,2110.179931640625
2016-06-08,2112.7099609375
2016-06-09,2115.64990234375
2016-06-10,2109.570068359375
2016-06-11,2109.570068359375
2016-06-12,2109.570068359375
2016-06-13,2091.75
2016-06-14,2076.64990234375
2016-06-15,2077.60009765625
2016-06-16,2066.360107421875
2016-06-17,2078.199951171875
2016-06-18,2078.199951171875
2016-06-19,2078.199951171875
2016-06-20,2075.580078125
2016-06-21,2085.18994140625
2016-06-22,2089.75
2016-06-23,2092.800048828125
2016-06-24,2103.81005859375
2016-06-25,2103.81005859375
2016-06-26,2103.81005859375
2016-06-27,2031.449951171875
2016-06-28,2006.6700439453125
2016-06-29,2042.68994140625
2016-06-30,2073.169921875
2016-07-01,2099.340087890625
2016-07-02,2099.340087890625
2016-07-03,2099.340087890625
2016-07-04,2099.340087890625
2016-07-05,2095.050048828125
2016-07-06,2084.429931640625
2016-07-07,2100.419921875
2016-07-08,2106.969970703125
2016-07-09,2106.969970703125
2016-07-10,2106.969970703125
2016-07-11,2131.719970703125
2016-07-12,2139.5
2016-07-13,2153.81005859375
2016-07-14,2157.8798828125
2016-07-15,2165.1298828125
2016-07-16,2165.1298828125
2016-07-17,2165.1298828125
2016-07-18,2162.0400390625
2016-07-19,2163.7900390625
2016-07-20,2166.10009765625
2016-07-21,2172.909912109375
2016-07-22,2166.469970703125
2016-07-23,2166.469970703125
2016-07-24,2166.469970703125
2016-07-25,2173.7099609375
2016-07-26,2168.969970703125
2016-07-27,2169.81005859375
2016-07-28,2166.050048828125
2016-07-29,2168.830078125
2016-07-30,2168.830078125
2016-07-31,2168.830078125
2016-08-01,2173.14990234375
2016-08-02,2169.93994140625
2016-08-03,2156.81005859375
2016-08-04,2163.510009765625
2016-08-05,2168.7900390625
2016-08-06,2168.7900390625
2016-08-07,2168.7900390625
2016-08-08,2183.760009765625
2016-08-09,2182.239990234375
2016-08-10,2182.81005859375
2016-08-11,2177.969970703125
2016-08-12,2183.739990234375
2016-08-13,2183.739990234375
2016-08-14,2183.739990234375
2016-08-15,2186.080078125
2016-08-16,2186.239990234375
2016-08-17,2177.840087890625
2016-08-18,2181.89990234375
2016-08-19,2184.239990234375
2016-08-20,2184.239990234375
2016-08-21,2184.239990234375
2016-08-22,2181.580078125
2016-08-23,2187.81005859375
2016-08-24,2185.090087890625
2016-08-25,2173.2900390625
2016-08-26,2175.10009765625
2016-08-27,2175.10009765625
2016-08-28,2175.10009765625
2016-08-29,2170.18994140625
2016-08-30,2179.449951171875
2016-08-31,2173.56005859375
2016-09-01,2171.330078125
2016-09-02,2177.489990234375
2016-09-03,2177.489990234375
2016-09-04,2177.489990234375
2016-09-05,2177.489990234375
2016-09-06,2181.610107421875
2016-09-07,2185.169921875
2016-09-08,2182.760009765625
2016-09-09,2169.080078125
2016-09-10,2169.080078125
2016-09-11,2169.080078125
2016-09-12,2120.860107421875
2016-09-13,2150.469970703125
2016-09-14,2127.860107421875
2016-09-15,2125.360107421875
2016-09-16,2146.47998046875
2016-09-17,2146.47998046875
2016-09-18,2146.47998046875
2016-09-19,2143.989990234375
2016-09-20,2145.93994140625
2016-09-21,2144.580078125
2016-09-22,2170.93994140625
2016-09-23,2173.2900390625
2016-09-24,2173.2900390625
2016-09-25,2173.2900390625
2016-09-26,2158.5400390625
2016-09-27,2146.0400390625
2016-09-28,2161.85009765625
2016-09-29,2168.89990234375
2016-09-30,2156.510009765625
2016-10-01,2156.510009765625
2016-10-02,2156.510009765625
2016-10-03,2164.330078125
2016-10-04,2163.3701171875
2016-10-05,2155.14990234375
2016-10-06,2158.219970703125
2016-10-07,2164.18994140625
2016-10-08,2164.18994140625
2016-10-09,2164.18994140625
2016-10-10,2160.389892578125
2016-10-11,2161.35009765625
2016-10-12,2137.669921875
2016-10-13,2130.260009765625
2016-10-14,2139.679931640625
2016-10-15,2139.679931640625
2016-10-16,2139.679931640625
2016-10-17,2132.949951171875
2016-10-18,2138.31005859375
2016-10-19,2140.81005859375
2016-10-20,2142.510009765625
2016-10-21,2139.429931640625
2016-10-22,2139.429931640625
2016-10-23,2139.429931640625
2016-10-24,2148.5
2016-10-25,2149.719970703125
2016-10-26,2136.969970703125
2016-10-27,2144.06005859375
2016-10-28,2132.22998046875
2016-10-29,2132.22998046875
2016-10-30,2132.22998046875
2016-10-31,2129.780029296875
2016-11-01,2128.679931640625
2016-11-02,2109.429931640625
2016-11-03,2098.800048828125
2016-11-04,2083.7900390625
2016-11-05,2083.7900390625
2016-11-06,2083.7900390625
2016-11-07,2100.590087890625
2016-11-08,2129.919921875
2016-11-09,2131.56005859375
2016-11-10,2167.489990234375
2016-11-11,2162.7099609375
2016-11-12,2162.7099609375
2016-11-13,2162.7099609375
2016-11-14,2165.639892578125
2016-11-15,2168.2900390625
2016-11-16,2177.530029296875
2016-11-17,2178.610107421875
2016-11-18,2186.85009765625
2016-11-19,2186.85009765625
2016-11-20,2186.85009765625
2016-11-21,2186.429931640625
2016-11-22,2201.56005859375
2016-11-23,2198.550048828125
2016-11-24,2198.550048828125
2016-11-25,2206.27001953125
2016-11-26,2206.27001953125
2016-11-27,2206.27001953125
2016-11-28,2210.2099609375
2016-11-29,2200.760009765625
2016-11-30,2204.969970703125
2016-12-01,2200.169921875
2016-12-02,2191.1201171875
2016-12-03,2191.1201171875
2016-12-04,2191.1201171875
2016-12-05,2200.64990234375
2016-12-06,2207.260009765625
2016-12-07,2210.719970703125
2016-12-08,2241.1298828125
2016-12-09,2249.72998046875
2016-12-10,2249.72998046875
2016-12-11,2249.72998046875
2016-12-12,2258.830078125
2016-12-13,2263.320068359375
2016-12-14,2268.35009765625
2016-12-15,2253.77001953125
2016-12-16,2266.81005859375
2016-12-17,2266.81005859375
2016-12-18,2266.81005859375
2016-12-19,2259.239990234375
2016-12-20,2266.5
2016-12-21,2270.5400390625
2016-12-22,2262.929931640625
2016-12-23,2260.25
2016-12-24,2260.25
2016-12-25,2260.25
2016-12-26,2260.25
2016-12-27,2266.22998046875
2016-12-28,2270.22998046875
2016-12-29,2249.5
2016-12-30,2251.610107421875
2016-12-31,2251.610107421875
2017-01-01,2251.610107421875
2017-01-02,2251.610107421875
2017-01-03,2251.570068359375
2017-01-04,2261.60009765625
2017-01-05,2268.179931640625
2017-01-06,2271.139892578125
2017-01-07,2271.139892578125
2017-01-08,2271.139892578125
2017-01-09,2273.590087890625
2017-01-10,2269.719970703125
2017-01-11,2268.60009765625
2017-01-12,2271.139892578125
2017-01-13,2272.739990234375
2017-01-14,2272.739990234375
2017-01-15,2272.739990234375
2017-01-16,2272.739990234375
2017-01-17,2269.139892578125
2017-01-18,2269.139892578125
2017-01-19,2271.89990234375
2017-01-20,2269.9599609375
2017-01-21,2269.9599609375
2017-01-22,2269.9599609375
2017-01-23,2267.780029296875
2017-01-24,2267.8798828125
2017-01-25,2288.8798828125
2017-01-26,2298.6298828125
2017-01-27,2299.02001953125
2017-01-28,2299.02001953125
2017-01-29,2299.02001953125
2017-01-30,2286.010009765625
2017-01-31,2274.02001953125
2017-02-01,2285.590087890625
2017-02-02,2276.68994140625
2017-02-03,2288.5400390625
2017-02-04,2288.5400390625
2017-02-05,2288.5400390625
2017-02-06,2294.280029296875
2017-02-07,2295.8701171875
2017-02-08,2289.550048828125
2017-02-09,2296.699951171875
2017-02-10,2312.27001953125
2017-02-11,2312.27001953125
2017-02-12,2312.27001953125
2017-02-13,2321.719970703125
2017-02-14,2326.1201171875
2017-02-15,2335.580078125
2017-02-16,2349.639892578125
2017-02-17,2343.010009765625
2017-02-18,2343.010009765625
2017-02-19,2343.010009765625
2017-02-20,2343.010009765625
2017-02-21,2354.909912109375
2017-02-22,2361.110107421875
2017-02-23,2367.5
2017-02-24,2355.72998046875
2017-02-25,2355.72998046875
2017-02-26,2355.72998046875
2017-02-27,2365.22998046875
2017-02-28,2366.080078125
2017-03-01,2380.1298828125
2017-03-02,2394.75
2017-03-03,2380.919921875
2017-03-04,2380.919921875
2017-03-05,2380.919921875
2017-03-06,2375.22998046875
2017-03-07,2370.739990234375
2017-03-08,2369.81005859375
2017-03-09,2363.489990234375
2017-03-10,2372.52001953125
2017-03-11,2372.52001953125
2017-03-12,2372.52001953125
2017-03-13,2371.56005859375
2017-03-14,2368.550048828125
2017-03-15,2370.340087890625
2017-03-16,2387.7099609375
2017-03-17,2383.7099609375
2017-03-18,2383.7099609375
2017-03-19,2383.7099609375
2017-03-20,2378.239990234375
2017-03-21,2379.320068359375
2017-03-22,2343.0
2017-03-23,2345.969970703125
2017-03-24,2350.419921875
2017-03-25,2350.419921875
2017-03-26,2350.419921875
2017-03-27,2329.110107421875
2017-03-28,2339.7900390625
2017-03-29,2356.5400390625
2017-03-30,2361.31005859375
2017-03-31,2364.820068359375
2017-04-01,2364.820068359375
2017-04-02,2364.820068359375
2017-04-03,2362.340087890625
2017-04-04,2354.760009765625
2017-04-05,2366.590087890625
2017-04-06,2353.7900390625
2017-04-07,2356.590087890625
2017-04-08,2356.590087890625
2017-04-09,2356.590087890625
2017-04-10,2357.159912109375
2017-04-11,2353.919921875
2017-04-12,2352.14990234375
2017-04-13,2341.97998046875
2017-04-14,2341.97998046875
2017-04-15,2341.97998046875
2017-04-16,2341.97998046875
2017-04-17,2332.6201171875
2017-04-18,2342.530029296875
2017-04-19,2346.7900390625
2017-04-20,2342.68994140625
2017-04-21,2354.739990234375
2017-04-22,2354.739990234375
2017-04-23,2354.739990234375
2017-04-24,2370.330078125
2017-04-25,2381.510009765625
2017-04-26,2388.97998046875
2017-04-27,2389.699951171875
2017-04-28,2393.679931640625
2017-04-29,2393.679931640625
2017-04-30,2393.679931640625
2017-05-01,2388.5
2017-05-02,2391.050048828125
2017-05-03,2386.5
2017-05-04,2389.7900390625
2017-05-05,2392.3701171875
2017-05-06,2392.3701171875
2017-05-07,2392.3701171875
2017-05-08,2399.93994140625
2017-05-09,2401.580078125
2017-05-10,2396.7900390625
2017-05-11,2394.840087890625
2017-05-12,2392.43994140625
2017-05-13,2392.43994140625
2017-05-14,2392.43994140625
2017-05-15,2393.97998046875
2017-05-16,2404.550048828125
2017-05-17,2382.949951171875
2017-05-18,2354.68994140625
2017-05-19,2371.3701171875
2017-05-20,2371.3701171875
2017-05-21,2371.3701171875
2017-05-22,2387.2099609375
2017-05-23,2397.0400390625
2017-05-24,2401.409912109375
2017-05-25,2409.5400390625
2017-05-26,2414.5
2017-05-27,2414.5
2017-05-28,2414.5
2017-05-29,2414.5
2017-05-30,2411.669921875
2017-05-31,2415.6298828125
2017-06-01,2415.64990234375
2017-06-02,2431.280029296875
2017-06-03,2431.280029296875
2017-06-04,2431.280029296875
2017-06-05,2437.830078125
2017-06-06,2431.919921875
2017-06-07,2432.030029296875
2017-06-08,2434.27001953125
2017-06-09,2436.389892578125
2017-06-10,2436.389892578125
2017-06-11,2436.389892578125
2017-06-12,2425.8798828125
2017-06-13,2434.14990234375
2017-06-14,2443.75
2017-06-15,2424.139892578125
2017-06-16,2431.239990234375
2017-06-17,2431.239990234375
2017-06-18,2431.239990234375
2017-06-19,2442.550048828125
2017-06-20,2450.659912109375
2017-06-21,2439.31005859375
2017-06-22,2437.39990234375
2017-06-23,2434.64990234375
2017-06-24,2434.64990234375
2017-06-25,2434.64990234375
2017-06-26,2443.320068359375
2017-06-27,2436.340087890625
2017-06-28,2428.699951171875
2017-06-29,2442.3798828125
2017-06-30,2429.199951171875
2017-07-01,2429.199951171875
2017-07-02,2429.199951171875
2017-07-03,2431.389892578125
2017-07-04,2431.389892578125
2017-07-05,2430.780029296875
2017-07-06,2423.43994140625
2017-07-07,2413.52001953125
2017-07-08,2413.52001953125
2017-07-09,2413.52001953125
2017-07-10,2424.510009765625
2017-07-11,2427.35009765625
2017-07-12,2435.75
2017-07-13,2444.989990234375
2017-07-14,2449.159912109375
2017-07-15,2449.159912109375
2017-07-16,2449.159912109375
2017-07-17,2459.5
2017-07-18,2455.8798828125
2017-07-19,2463.85009765625
2017-07-20,2475.56005859375
2017-07-21,2467.39990234375
